Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description,Latitude,Longitude
Alpha Phi Sorority,78705,8/28/2015,100,"2005 UNIVERSITY AVE
AUSTIN, TX 78705
(30.283061, -97.739613)",2800367,Routine Inspection,30.283061,-97.739613
Alpha Xi Delta,78705,10/15/2014,100,"2508 RIO GRANDE ST
AUSTIN, TX 78705
(30.290144, -97.744435)",10781371,Routine Inspection,30.290144,-97.744435
Al's Food Mart,78702,1/12/2017,83,"3503 WEBBERVILLE RD
AUSTIN, TX 78702
(30.270382, -97.706077)",2801111,Routine Inspection,30.270382,-97.706077
Alta's Cafe,78701,8/20/2015,94,"74 TRINITY ST
AUSTIN, TX 78701
(30.261509, -97.741412)",11054528,Routine Inspection,30.261509,-97.741412
"Alternate Learning Center, The",78702,4/23/2014,97,"901 NEAL ST
AUSTIN, TX 78702
(30.26935, -97.710824)",2800460,Routine Inspection,30.26935,-97.710824
Amaya's Taco Village,78751,1/18/2017,82,"5804 N IH 35 SVRD SB
AUSTIN, TX 78751
(30.319191, -97.707682)",10581694,Routine Inspection,30.319191,-97.707682
Amaya's Taco Village,78748,11/16/2016,94,"9900 S IH 35 SVRD SB Bldg O
AUSTIN, TX 78748
(30.153976, -97.791688)",11116227,Routine Inspection,30.153976,-97.791688
Amazing Discovery Childcare,78721,12/13/2016,88,"1054 SPRINGDALE RD Bldg L
AUSTIN, TX 78721
(30.272454, -97.691118)",10220313,Routine Inspection,30.272454,-97.691118
Amazon Prime Now,78758,10/21/2016,93,"2209 RUTLAND DR Bldg B
AUSTIN, TX 78758
(30.381527, -97.717833)",11496135,Routine Inspection,30.381527,-97.717833
American Airlines Admirals Club,78719,2/3/2016,96,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202653, -97.667267)",10112690,Routine Inspection,30.202653,-97.667267
American Legion Post #83,78744,8/3/2015,93,"4401 E ST ELMO RD
AUSTIN, TX 78744
(30.206778, -97.740227)",2800090,Routine Inspection,30.206778,-97.740227
American Multi-Cinema (B Mall),78746,8/5/2016,99,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.254658, -97.809462)",2801841,Routine Inspection,30.254658,-97.809462
Americas Best Value Inn,78751,11/28/2016,95,"909 E KOENIG LN EB
AUSTIN, TX 78751
(30.320929, -97.709397)",11523805,Routine Inspection,30.320929,-97.709397
Americas Best Value Inn - South Austin,78741,11/19/2014,97,"2915 S IH 35 SVRD NB
AUSTIN, TX 78741
(30.227177, -97.744608)",10994739,Routine Inspection,30.227177,-97.744608
AMG Mart,78750,5/15/2015,97,"10700 ANDERSON MILL RD
AUSTIN, TX 78750
(30.446998, -97.811418)",2803791,Routine Inspection,30.446998,-97.811418
Amy's Ice Cream,78703,4/17/2014,79,"1012 W 6TH ST Bldg B
AUSTIN, TX 78703
(30.271746, -97.754498)",2800027,Routine Inspection,30.271746,-97.754498
Amy's Ice Cream,78745,8/18/2016,90,"4477 S LAMAR BLVD NB
AUSTIN, TX 78745
(30.232263, -97.798942)",2801326,Routine Inspection,30.232263,-97.798942
Amy's Ice Cream,78705,11/14/2014,89,"3500 GUADALUPE ST
AUSTIN, TX 78705
(30.301248, -97.73913)",2801000,Routine Inspection,30.301248,-97.73913
Amy's Ice Cream,78704,1/9/2017,94,"1301 S CONGRESS AVE
AUSTIN, TX 78704
(30.251041, -97.749123)",2801866,Routine Inspection,30.251041,-97.749123
Amy's Ice Cream,78759,8/18/2014,97,"10000 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.392352, -97.746845)",2800416,Routine Inspection,30.392352,-97.746845
Amy's Ice Cream,78748,12/10/2014,92,"9600 S IH 35 SVRD SB Bunit 400
AUSTIN, TX 78748
(30.161378, -97.789439)",10014585,Routine Inspection,30.161378,-97.789439
Amy's Ice Cream,78756,3/23/2016,85,"5620 BURNET RD
AUSTIN, TX 78756
(30.332203, -97.740065)",2802776,Routine Inspection,30.332203,-97.740065
Amy's Ice Creams,78704,6/8/2016,98,"2901 S LAMAR BLVD
AUSTIN, TX 78704
(30.243375, -97.782637)",10516514,Routine Inspection,30.243375,-97.782637
Ana's Mart,78701,4/17/2015,93,"800 BRAZOS ST Unit 200
AUSTIN, TX 78701
(30.269911, -97.740638)",10426778,Routine Inspection,30.269911,-97.740638
Anderson High School,78759,9/13/2016,100,"8403 MESA DR
AUSTIN, TX 78759
(30.376358, -97.754173)",2800201,Routine Inspection,30.376358,-97.754173
Anderson Mill Assisted Living,78750,11/7/2014,94,"11009 EL SALIDO PKWY
AUSTIN, TX 78750
(30.454578, -97.812214)",10337191,Routine Inspection,30.454578,-97.812214
Anderson Mill Elementary,78750,9/14/2015,97,"10610 SALT MILL HOLW
AUSTIN, TX 78750
(30.453425, -97.806584)",10314222,Routine Inspection,30.453425,-97.806584
Anderson Mill Pub,78750,9/16/2014,97,"10401 ANDERSON MILL RD Unit 121
AUSTIN, TX 78750
(30.447139, -97.80562)",10485330,Routine Inspection,30.447139,-97.80562
Anderson's Coffee Roasters,78731,4/25/2016,91,"1601 W 38TH ST
AUSTIN, TX 78731
(30.308749, -97.749865)",2803878,Routine Inspection,30.308749,-97.749865
Andiamo Italiano,78758,12/19/2016,91,"2521 RUTLAND DR
AUSTIN, TX 78758
(30.383062, -97.72292)",10403775,Routine Inspection,30.383062,-97.72292
Andrews Elementary,78723,10/28/2014,100,"6801 NORTHEAST DR
AUSTIN, TX 78723
(30.317958, -97.680586)",2800596,Routine Inspection,30.317958,-97.680586
"Anewentry, Inc",78721,3/18/2015,88,"1808 WEBBERVILLE RD
AUSTIN, TX 78721
(30.282324, -97.676935)",11084065,Routine Inspection,30.282324,-97.676935
Angel's Care & Learning Center,78745,5/19/2016,100,"7806 S 1ST ST
AUSTIN, TX 78745
(30.184109, -97.792475)",11407581,Routine Inspection,30.184109,-97.792475
Angie's Mexican Restaurant,78702,3/21/2016,73,"1307 E 7TH ST
AUSTIN, TX 78702
(30.264788, -97.728501)",10047654,Routine Inspection,30.264788,-97.728501
Anita Uphaus Early Childhood Center,78744,9/26/2014,100,"5200 FREIDRICH LN
AUSTIN, TX 78744
(30.201443, -97.755342)",10795661,Routine Inspection,30.201443,-97.755342
Ann Richards School For Girls,78704,4/25/2014,97,"2206 PRATHER LN
AUSTIN, TX 78704
(30.234747, -97.788031)",2800241,Routine Inspection,30.234747,-97.788031
Annies,78701,3/16/2016,85,"319 CONGRESS AVE
AUSTIN, TX 78701
(30.265821, -97.743618)",10232738,Routine Inspection,30.265821,-97.743618
Ann's Kitchen Cakes,78759,11/20/2015,96,"8650 SPICEWOOD SPRINGS RD Unit 108
AUSTIN, TX 78759
(30.433565, -97.771812)",10739553,Routine Inspection,30.433565,-97.771812
Antojitos Hondurenos,78754,1/30/2017,84,"7901 CAMERON RD Unit 5-C
AUSTIN, TX 78754
(30.334832, -97.684828)",11042912,Routine Inspection,30.334832,-97.684828
Antojitos Hondurenos,78754,6/14/2016,78,"7901 CAMERON RD Unit 5-C
AUSTIN, TX 78754
(30.334832, -97.684828)",11042912,1st Follow Up to Routine of 50 - 69,30.334832,-97.684828
Antonelli's Cheese Shop,78751,2/4/2016,100,"500 PARK BLVD
AUSTIN, TX 78751
(30.303781, -97.726412)",10698451,Routine Inspection,30.303781,-97.726412
Antonelli's Cheese Shop,78751,2/4/2016,97,"4220 DUVAL ST
AUSTIN, TX 78751
(30.304753, -97.726037)",10382714,Routine Inspection,30.304753,-97.726037
Antone's Nightclub LLC,78701,9/8/2016,93,"305 E 5TH ST
AUSTIN, TX 78701
(30.266323, -97.74029)",11461414,Routine Inspection,30.266323,-97.74029
Anyday Grocery,78702,5/7/2015,100,"919 SPRINGDALE RD
AUSTIN, TX 78702
(30.261197, -97.698352)",2803929,Routine Inspection,30.261197,-97.698352
Apanas Coffee & Beer,78758,1/23/2017,90,"11501 ROCK ROSE AVE Unit 118
AUSTIN, TX 78758
(30.401102, -97.722763)",11469265,Routine Inspection,30.401102,-97.722763
Apothecary Cafe,78756,8/27/2014,100,"4800 BURNET RD
AUSTIN, TX 78756
(30.318803, -97.739443)",10314506,Routine Inspection,30.318803,-97.739443
Apple Mart,78741,10/18/2015,83,"2101 WICKERSHAM LN Unit A
AUSTIN, TX 78741
(30.23088, -97.721058)",11004160,Routine Inspection,30.23088,-97.721058
Applebee's,78752,9/19/2014,97,"7522 N IH 35 SVRD SB
AUSTIN, TX 78752
(30.337231, -97.701874)",10870114,Routine Inspection,30.337231,-97.701874
Applebee's,78744,3/3/2015,94,"6315 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.193495, -97.767438)",10870122,Routine Inspection,30.193495,-97.767438
Applebee's,78613,6/7/2016,90,"11013 LAKELINE MALL DR
AUSTIN, TX 78613
(30.472479, -97.800129)",10870119,Routine Inspection,30.472479,-97.800129
Appletree Learning Center,78745,8/3/2016,94,"4630 WEST GATE BLVD
AUSTIN, TX 78745
(30.229788, -97.801023)",2801957,Routine Inspection,30.229788,-97.801023
"Aquarium, The",78701,2/12/2015,77,"403 E 6TH ST
AUSTIN, TX 78701
(30.267029, -97.739106)",10128179,Routine Inspection,30.267029,-97.739106
Arab Cowboy Hookah Lounge,78705,11/17/2015,94,"901 W 24TH ST
AUSTIN, TX 78705
(30.288088, -97.746907)",10292654,Routine Inspection,30.288088,-97.746907
Aramark @ AMD,78735,8/6/2014,97,"7171 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.252284, -97.862543)",10122668,Routine Inspection,30.252284,-97.862543
Aramark @ Freescale,78725,11/9/2015,88,"3501 ED BLUESTEIN BLVD NB
AUSTIN, TX 78725
(30.270156, -97.66938)",10382301,Routine Inspection,30.270156,-97.66938
Aramark @ Freescale,78735,1/14/2015,97,"6501 W WILLIAM CANNON DR
AUSTIN, TX 78735
(30.235531, -97.865328)",10382317,Routine Inspection,30.235531,-97.865328
Aramark @ Yodle,78753,9/15/2016,100,"12234 N IH 35 SVRD SB Bldg B
AUSTIN, TX 78753
(30.395846, -97.672354)",11484895,Routine Inspection,30.395846,-97.672354
Arbor Cinema @ Great Hills,78759,3/30/2016,100,"9828 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394225, -97.748272)",2802224,Routine Inspection,30.394225,-97.748272
Arby's Roast Beef  #00602,78745,4/17/2014,82,"4411 S LAMAR BLVD NB
AUSTIN, TX 78745
(30.233719, -97.796562)",2800085,Routine Inspection,30.233719,-97.796562
Arby's Roast Beef  #07400,78753,5/11/2016,98,"13609 N IH 35 SVRD NB
AUSTIN, TX 78753
(30.42293, -97.671448)",2801829,Routine Inspection,30.42293,-97.671448
Arby's Roast Beef  #07529,78757,5/6/2015,92,"8648 RESEARCH BLVD SB
AUSTIN, TX 78757
(30.363459, -97.717819)",2802117,Routine Inspection,30.363459,-97.717819
Arden Courts Of Austin,78750,10/3/2014,97,"11630 FOUR IRON DR
AUSTIN, TX 78750
(30.432954, -97.778624)",10105274,Routine Inspection,30.432954,-97.778624
Arellano Snack Bar,78756,1/21/2015,93,"5310 BURNET RD Unit 124
AUSTIN, TX 78756
(30.327928, -97.739766)",11161143,Routine Inspection,30.327928,-97.739766
Arirang,78752,9/16/2015,83,"6801 AIRPORT BLVD Unit 90
AUSTIN, TX 78752
(30.333798, -97.71685)",11175828,Routine Inspection,30.333798,-97.71685
Aristocrat Lounge,78757,2/18/2016,90,"6507 BURNET RD
AUSTIN, TX 78757
(30.340363, -97.738935)",11073379,Routine Inspection,30.340363,-97.738935
Arlan's Market,78702,6/26/2015,87,"1148 AIRPORT BLVD
AUSTIN, TX 78702
(30.272174, -97.69749)",10880673,Routine Inspection,30.272174,-97.69749
Arlan's Market #25,78757,10/17/2016,85,"7108 WOODROW AVE
AUSTIN, TX 78757
(30.342643, -97.725155)",11473777,Routine Inspection,30.342643,-97.725155
"Arlan's Markets, Inc.",78723,8/18/2016,92,"6305 CAMERON RD
AUSTIN, TX 78723
(30.320714, -97.695873)",10884019,Routine Inspection,30.320714,-97.695873
Aroma,78704,8/2/2016,94,"3403 S LAMAR BLVD
AUSTIN, TX 78704
(30.240865, -97.786136)",11084392,Routine Inspection,30.240865,-97.786136
Around the Corner,78756,3/23/2016,98,"2321 W NORTH LOOP BLVD
AUSTIN, TX 78756
(30.325189, -97.743306)",2803664,Routine Inspection,30.325189,-97.743306
Arpeggio Grill,78752,6/17/2015,93,"6619 AIRPORT BLVD
AUSTIN, TX 78752
(30.331074, -97.715685)",10217182,Routine Inspection,30.331074,-97.715685
Arturo's Bakery and Cafe,78701,4/8/2014,94,"314 W 17TH ST
AUSTIN, TX 78701
(30.279669, -97.742129)",2801539,Routine Inspection,30.279669,-97.742129
Asahi Imports,78757,7/26/2016,95,"6105 BURNET RD
AUSTIN, TX 78757
(30.336486, -97.739563)",2803990,Routine Inspection,30.336486,-97.739563
Ashford Montessori,78660,7/16/2014,95,"20301 JACKIES RANCH BLVD
PFLUGERVILLE, TX 78660
(30.475621, -97.562075)",10339477,Routine Inspection,30.475621,-97.562075
Ashford Montessori,78749,1/27/2017,99,"5906 WESTCREEK DR
AUSTIN, TX 78749
(30.233464, -97.845717)",10088025,Routine Inspection,30.233464,-97.845717
Ashley Furniture Homestore,78748,10/27/2014,93,"9900 S IH 35 SVRD SB Bldg C
AUSTIN, TX 78748
(30.153976, -97.791688)",10005678,Routine Inspection,30.153976,-97.791688
Asia Cafe,78759,10/27/2015,84,"8650 SPICEWOOD SPRINGS RD Unit 114A
AUSTIN, TX 78759
(30.433565, -97.771812)",11219982,Routine Inspection,30.433565,-97.771812
Asia Chinese Restaurant,78744,3/26/2014,88,"1931 E BEN WHITE BLVD EB
AUSTIN, TX 78744
(30.215781, -97.74522)",2801619,Routine Inspection,30.215781,-97.74522
Asia Market,78759,3/19/2015,81,"8650 SPICEWOOD SPRINGS RD Unit 115
AUSTIN, TX 78759
(30.433565, -97.771812)",2804089,Routine Inspection,30.433565,-97.771812
Asian American Cultural Center,78759,7/29/2016,99,"11713 JOLLYVILLE RD
AUSTIN, TX 78759
(30.419657, -97.75252)",2801551,Routine Inspection,30.419657,-97.75252
Asiana Indian Cuisine,78745,4/21/2016,93,"801 E WILLIAM CANNON DR Unit 205
AUSTIN, TX 78745
(30.19096, -97.771937)",10700077,Routine Inspection,30.19096,-97.771937
Aster's Ethiopian Restaurant,78705,3/19/2014,93,"2804 N IH 35 SVRD SB
AUSTIN, TX 78705
(30.287102, -97.724822)",10007252,Routine Inspection,30.287102,-97.724822
Aster's Ethiopian Restaurant,78705,10/9/2014,89,"2804 N IH 35 SVRD SB
AUSTIN, TX 78705
(30.287102, -97.724822)",10007252,1st Follow Up to Routine of 50 - 69,30.287102,-97.724822
Asti Trattoria,78751,11/23/2015,88,"408 E 43RD ST Unit C
AUSTIN, TX 78751
(30.304818, -97.726522)",2801708,Routine Inspection,30.304818,-97.726522
Asturia Catering,78729,9/13/2016,100,"8863 ANDERSON MILL RD Unit 101
AUSTIN, TX 78729
(30.454141, -97.773077)",11484331,Routine Inspection,30.454141,-97.773077
Athena Montessori Academy,78704,4/28/2016,100,"1503 MORGAN LN
AUSTIN, TX 78704
(30.229418, -97.780861)",10811229,Routine Inspection,30.229418,-97.780861
Athenian Bar & Grill,78701,6/24/2015,87,"600 CONGRESS AVE Bunit 150
AUSTIN, TX 78701
(30.268422, -97.742673)",10117370,Routine Inspection,30.268422,-97.742673
Athlos Leadership Academy - Austin,78728,2/16/2016,79,"3711 SHORELINE DR
AUSTIN, TX 78728
(30.457693, -97.687798)",11196260,Routine Inspection,30.457693,-97.687798
Atria at the Arboretum,78759,9/21/2016,91,"9306 GREAT HILLS TRL
AUSTIN, TX 78759
(30.391907, -97.756967)",10876703,Routine Inspection,30.391907,-97.756967
ATX Food Mart,78704,5/20/2014,97,"3002 S CONGRESS AVE
AUSTIN, TX 78704
(30.232257, -97.758603)",10422397,Routine Inspection,30.232257,-97.758603
Auguste Escoffier School of Culinary Arts,78752,6/24/2015,100,"6020 DILLARD CIR Bldg B
AUSTIN, TX 78752
(30.326554, -97.717451)",10539808,Routine Inspection,30.326554,-97.717451
Auntie Anne's,78613,10/2/2015,100,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.803451)",2801800,Routine Inspection,30.47181,-97.803451
Auntie Anne's Pretzels,78746,12/3/2015,96,"2901 S CAPITAL OF TEXAS HWY NB Bunit 10-A
AUSTIN, TX 78746
(30.254658, -97.809462)",10291231,Routine Inspection,30.254658,-97.809462
Aussie's Bar & Grill,78704,4/17/2014,86,"306 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.258765, -97.748027)",2800024,Routine Inspection,30.258765,-97.748027
Austex Food Store,78723,8/10/2015,97,"6649 MANOR RD
AUSTIN, TX 78723
(30.309474, -97.667993)",2800976,Routine Inspection,30.309474,-97.667993
Austin Achieve Public Schools,78723,3/28/2016,100,"5908 MANOR RD
AUSTIN, TX 78723
(30.306983, -97.67975)",11356592,Routine Inspection,30.306983,-97.67975
Austin Airport Marriott South,78744,8/29/2014,87,"4415 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.212427, -97.752997)",10062198,Routine Inspection,30.212427,-97.752997
Austin Ale House,78701,4/15/2014,90,"301 W 6TH ST
AUSTIN, TX 78701
(30.268797, -97.74543)",10901152,1st Follow Up to Routine of 50 - 69,30.268797,-97.74543
Austin Ale House,78701,12/27/2016,90,"301 W 6TH ST
AUSTIN, TX 78701
(30.268797, -97.74543)",10901152,Routine Inspection,30.268797,-97.74543
Austin Baptist Chapel,78702,1/25/2016,64,"908 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.260694, -97.734895)",2800389,Routine Inspection,30.260694,-97.734895
Austin Baptist Chapel,78702,2/11/2016,92,"908 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.260694, -97.734895)",2800389,1st Follow Up to Routine of 50 - 69,30.260694,-97.734895
"Austin Beer Garden Brewing Co., The",78704,10/20/2015,97,"1305 W OLTORF ST
AUSTIN, TX 78704
(30.245599, -97.768652)",10997570,Routine Inspection,30.245599,-97.768652
Austin Cake Ball LLC,78756,8/11/2015,100,"5310 BURNET RD Unit 107
AUSTIN, TX 78756
(30.327928, -97.739766)",10712387,Routine Inspection,30.327928,-97.739766
Austin Can! Academy,78702,9/6/2016,92,"2406 ROSEWOOD AVE
AUSTIN, TX 78702
(30.271974, -97.709045)",2802494,Routine Inspection,30.271974,-97.709045
Austin Catering,78757,1/27/2015,88,"2700 W ANDERSON LN Unit 313
AUSTIN, TX 78757
(30.358106, -97.735077)",2802325,Routine Inspection,30.358106,-97.735077
Austin Childrens Shelter,78723,11/8/2016,98,"4800 MANOR RD
AUSTIN, TX 78723
(30.295656, -97.688575)",10331179,Routine Inspection,30.295656,-97.688575
Austin Chocolate Occasions,78741,11/4/2014,100,"6319 EL MIRANDO ST
AUSTIN, TX 78741
(30.239458, -97.692373)",10927988,Routine Inspection,30.239458,-97.692373
Austin Club,78701,6/7/2016,85,"110 E 9TH ST
AUSTIN, TX 78701
(30.270622, -97.740949)",2800634,Routine Inspection,30.270622,-97.740949
Austin Club Carnaval,78741,6/9/2015,87,"2237 E RIVERSIDE DR Unit 108
AUSTIN, TX 78741
(30.238295, -97.725943)",11200039,Routine Inspection,30.238295,-97.725943
Austin Community College Children's Lab School,78702,4/29/2016,100,"3401 WEBBERVILLE RD
AUSTIN, TX 78702
(30.268401, -97.707223)",10122139,Routine Inspection,30.268401,-97.707223
Austin Community College Culinary Arts School,78702,4/6/2015,82,"3401 WEBBERVILLE RD
AUSTIN, TX 78702
(30.268401, -97.707223)",2801772,Routine Inspection,30.268401,-97.707223
Austin Convention Center - Concession,78701,1/28/2015,100,"500 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.262064, -97.739774)",10833654,Routine Inspection,30.262064,-97.739774
Austin Convention Center - N. Kitchen,78701,9/21/2015,92,"500 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.262064, -97.739774)",10833652,Routine Inspection,30.262064,-97.739774
Austin Country Club,78746,9/5/2014,85,"4408 LONG CHAMP DR
AUSTIN, TX 78746
(30.341025, -97.798296)",2800076,Routine Inspection,30.341025,-97.798296
Austin Country Club - Pool Snack Bar,78746,1/21/2016,100,"4408 LONG CHAMP DR
AUSTIN, TX 78746
(30.341025, -97.798296)",10452356,Routine Inspection,30.341025,-97.798296
Austin Daily Press,78722,11/4/2014,83,"1900 E MARTIN LUTHER KING JR BLVD Bldg B
AUSTIN, TX 78722
(30.279832, -97.721004)",10816913,1st Follow Up to Routine of 50 - 69,30.279832,-97.721004
Austin Daily Press,78722,3/29/2016,88,"1900 E MARTIN LUTHER KING JR BLVD Bldg B
AUSTIN, TX 78722
(30.279832, -97.721004)",10816913,Routine Inspection,30.279832,-97.721004
Austin Diner,78756,8/31/2016,80,"5222 BURNET RD Unit 550
AUSTIN, TX 78756
(30.324371, -97.739516)",10747216,Routine Inspection,30.324371,-97.739516
Austin Folk House,78705,7/19/2016,94,"506 W 22ND ST
AUSTIN, TX 78705
(30.285109, -97.743359)",2802032,Routine Inspection,30.285109,-97.743359
Austin Gelato Company,78745,7/16/2014,96,"209 E BEN WHITE BLVD EB Unit 114
AUSTIN, TX 78745
(30.221165, -97.761862)",10984412,Routine Inspection,30.221165,-97.761862
Austin Grind,78727,4/2/2015,97,"4005 W PARMER LN
AUSTIN, TX 78727
(30.425652, -97.715812)",2802793,Routine Inspection,30.425652,-97.715812
Austin Groups for the Elderly,78705,7/29/2015,100,"3710 CEDAR ST
AUSTIN, TX 78705
(30.300502, -97.73504)",2800605,Routine Inspection,30.300502,-97.73504
Austin High School,78703,11/12/2015,95,"1715 W CESAR CHAVEZ ST
AUSTIN, TX 78703
(30.27417, -97.766201)",2800429,Routine Inspection,30.27417,-97.766201
Austin High School - Culinary,78703,5/11/2015,86,"1715 W CESAR CHAVEZ ST
AUSTIN, TX 78703
(30.27417, -97.766201)",2803079,Routine Inspection,30.27417,-97.766201
Austin Hookah Lounge,78745,10/4/2016,98,"2621 JONES RD Bldg A
AUSTIN, TX 78745
(30.225222, -97.8031)",10692625,Routine Inspection,30.225222,-97.8031
Austin Ice,78758,2/9/2017,100,"8512-1/2 N LAMAR BLVD
AUSTIN, TX 78758
(30.353575, -97.7053)",11445209,Routine Inspection,30.353575,-97.7053
Austin ISD Performing Arts Center,78723,7/13/2015,100,"1500 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.303931, -97.703102)",11261300,Routine Inspection,30.303931,-97.703102
Austin Java,78704,9/29/2014,90,"4303 VICTORY DR
AUSTIN, TX 78704
(30.232307, -97.791269)",10326350,Routine Inspection,30.232307,-97.791269
Austin Java - 360,78746,5/18/2015,94,"3310 N CAPITAL OF TEXAS HWY SB
AUSTIN, TX 78746
(30.33093, -97.809174)",11245654,Routine Inspection,30.33093,-97.809174
Austin Java - Barton Springs,78704,6/23/2015,81,"1608 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.262284, -97.761818)",11245639,Routine Inspection,30.262284,-97.761818
Austin Java - City Hall,78701,8/6/2015,80,"301 W 2ND ST Unit 100
AUSTIN, TX 78701
(30.265075, -97.746955)",11245652,Routine Inspection,30.265075,-97.746955
Austin Java - Parkway,78703,5/2/2016,94,"1206 PARKWAY
AUSTIN, TX 78703
(30.277665, -97.751262)",11245647,Routine Inspection,30.277665,-97.751262
Austin Land and Cattle Co.,78703,2/7/2017,77,"1205 N LAMAR BLVD
AUSTIN, TX 78703
(30.277227, -97.75121)",2800879,Routine Inspection,30.277227,-97.75121
Austin Miracle League,78729,3/30/2016,93,"13300 MORRIS RD
AUSTIN, TX 78729
(30.460176, -97.768105)",11208432,Routine Inspection,30.460176,-97.768105
Austin Montessori School,78735,10/27/2015,100,"5677 OAK BLVD
AUSTIN, TX 78735
(30.236973, -97.847781)",10801679,Routine Inspection,30.236973,-97.847781
